id_chain;id_veh;label_list;short_label_list;n_trips;total_distance;start_time;total_time;stop_time;last_stop_time;id_pre;id_post;info
37323126;369484155;HOOOH;HOH;4;3400;2022-10-31 22:25:06+00;20971;20486;34240;34413458;83592336;"{""legs"": [[1000638, 1000612, 22], [1000612, 1000625, 2], [1000625, 1000646, 2], [1000602, 1000638, 4]], ""id_trips"": [37323126, 80171676, 80176492, 80218170], ""id_zones"": [1000638, 1000625, 1000638], ""id_staypoints"": [64076016, 63961516, 63961516, 63961516, 64076016]}"
83592336;369484155;HWH;HWH;2;9500;2022-11-01 13:45:17+00;29454;28054;56180;37323126;90677008;"{""legs"": [[1000638, 1000947, 13], [1000947, 1000638, 21]], ""id_trips"": [83592336, 86680037], ""id_zones"": [1000638, 1000947, 1000638], ""id_staypoints"": [64076016, 33663725, 64076016]}"
90677008;369484155;HWH;HWH;2;12600;2022-11-02 13:32:31+00;31397;29130;46348;83592336;96609694;"{""legs"": [[1000638, 1000919, 13], [1000919, 1000638, 21]], ""id_trips"": [90677008, 94099130], ""id_zones"": [1000638, 1000947, 1000638], ""id_staypoints"": [64076016, 33663725, 64076016]}"
96609694;369484155;HOH;HOH;2;4100;2022-11-03 11:08:16+00;5029;4151;89500;90677008;103562384;"{""legs"": [[1000638, 1000625, 11], [1000625, 1000637, 12]], ""id_trips"": [96609694, 97007405], ""id_zones"": [1000638, 1000625, 1000638], ""id_staypoints"": [64076016, 63961516, 64076016]}"
103562384;369484155;HWH;HWH;2;10000;2022-11-04 13:23:45+00;32409;30613;1247;96609694;106589795;"{""legs"": [[1000638, 1000947, 13], [1000919, 1000638, 22]], ""id_trips"": [103562384, 106576507], ""id_zones"": [1000638, 1000947, 1000638], ""id_staypoints"": [64076016, 33663725, 64076016]}"
106589795;369484155;HOOOH;HOH;4;3900;2022-11-04 22:44:41+00;21805;21172;35997;103562384;109518101;"{""legs"": [[1000638, 1000603, 22], [1000603, 1000625, 0], [1000625, 1000602, 3], [1000602, 1000638, 4]], ""id_trips"": [106589795, 106741937, 106833985, 106860690], ""id_zones"": [1000638, 1000603, 1000625, 1000638], ""id_staypoints"": [64076016, 28880755, 63961516, 63961516, 64076016]}"
109518101;369484155;HOOOOOH;HOH;6;13300;2022-11-05 14:48:03+00;11627;8941;42766;106589795;71024025;"{""legs"": [[1000638, 1000625, 14], [1000625, 1000622, 15], [1000721, 1000627, 15], [1000627, 1000602, 17], [1000602, 1000625, 17], [1000625, 1000638, 17]], ""id_trips"": [109518101, 109804131, 109827850, 110447551, 110463754, 110495901], ""id_zones"": [1000638, 1000625, 1000622, 1000627, 1000625, 1000638], ""id_staypoints"": [64076016, 63961516, 109812760, 110091868, 63961516, 63961516, 64076016]}"
71024025;369484155;HWH;HWH;2;9400;2022-11-06 05:54:36+00;30879;29388;83321;109518101;77472009;"{""legs"": [[1000638, 1000947, 5], [1000947, 1000638, 14]], ""id_trips"": [71024025, 72724890], ""id_zones"": [1000638, 1000947, 1000638], ""id_staypoints"": [64076016, 33663725, 64076016]}"
77472009;369484155;HWH;HWH;2;9500;2022-11-07 13:37:56+00;30407;28779;1838;71024025;80063723;"{""legs"": [[1000638, 1000947, 13], [1000919, 1000638, 21]], ""id_trips"": [77472009, 80011142], ""id_zones"": [1000638, 1000947, 1000638], ""id_staypoints"": [64076016, 33663725, 64076016]}"
80063723;369484155;HOOH;HOH;3;5100;2022-11-07 22:35:21+00;4863;3730;107397;77472009;87054314;"{""legs"": [[1000638, 1000602, 22], [1000602, 1000625, 22], [1000625, 1000638, 23]], ""id_trips"": [80063723, 80065350, 80108117], ""id_zones"": [1000638, 1000625, 1000638], ""id_staypoints"": [64076016, 63961516, 63961516, 64076016]}"
